ano,mes,sigla_uf,tipo_consumo,numero_consumidores,consumo
2004,8,4,1,0.0,28722.61
2004,8,5,1,0.0,1138723.5
2004,8,6,1,0.0,41429.0
2004,8,7,1,0.0,78675.79
2004,8,8,1,0.0,757367.1
2004,8,9,1,0.0,123974.0
2004,8,10,1,0.0,531184.82
2004,8,11,1,0.0,262303.05
2004,8,12,1,0.0,233748.43
2004,8,13,1,0.0,634549.38
2004,8,14,1,0.0,281415.0
2004,8,15,1,0.0,193385.83
2004,8,16,1,0.0,1420586.98
2004,8,17,1,0.0,3803148.93
2004,8,18,1,0.0,589390.09
2004,8,19,1,0.0,2407957.82
2004,8,20,1,0.0,8389078.03
2004,8,21,1,0.0,1658482.09
2004,8,22,1,0.0,1212734.2
2004,8,23,1,0.0,1781966.15
2004,8,24,1,0.0,270452.77
2004,8,25,1,0.0,344131.23
2004,8,26,1,0.0,716152.0
2004,8,27,1,0.0,314954.0
2004,9,1,1,0.0,116058.0
2004,9,2,1,0.0,36879.8
2004,9,3,1,0.0,308616.48
2004,9,4,1,0.0,29796.91
2004,9,5,1,0.0,1069492.02
2004,9,6,1,0.0,44138.0
2004,9,7,1,0.0,82175.33
2004,9,8,1,0.0,745555.45
2004,9,9,1,0.0,135732.0
2004,9,10,1,0.0,564012.76
2004,9,11,1,0.0,265269.31
2004,9,12,1,0.0,245145.6
2004,9,13,1,0.0,681675.94
2004,9,14,1,0.0,279917.0
2004,9,15,1,0.0,195500.37
2004,9,16,1,0.0,1457221.91
2004,9,17,1,0.0,3895351.63
2004,9,18,1,0.0,598050.52
2004,9,19,1,0.0,2494812.2
2004,9,20,1,0.0,8605471.39
2004,9,21,1,0.0,1696237.39
2004,9,22,1,0.0,1190300.78
2004,9,23,1,0.0,1767873.41
2004,9,24,1,0.0,270627.76
2004,9,25,1,0.0,364076.28
2004,9,26,1,0.0,750537.0
2004,9,27,1,0.0,341926.0
2004,10,1,1,0.0,120268.0
2004,10,2,1,0.0,36948.04
2004,10,3,1,0.0,319945.58
2004,10,4,1,0.0,31634.27
2004,10,5,1,0.0,1090780.43
2004,10,6,1,0.0,46695.0
2004,10,7,1,0.0,77895.43
2004,10,8,1,0.0,786961.35
2004,10,9,1,0.0,135439.0
2004,10,10,1,0.0,553697.64
2004,10,11,1,0.0,276664.49
2004,10,12,1,0.0,253093.51
2004,10,13,1,0.0,687210.59
2004,10,14,1,0.0,290729.0
2004,10,15,1,0.0,200142.81
2004,10,16,1,0.0,1473942.6
2004,10,17,1,0.0,3885073.22
2004,10,18,1,0.0,609691.62
2004,10,19,1,0.0,2567499.56
2004,10,20,1,0.0,8777612.76
2004,10,21,1,0.0,1669722.79
2004,10,22,1,0.0,1192551.25
2004,10,23,1,0.0,1728423.46
2004,10,24,1,0.0,278831.72
2004,10,25,1,0.0,362464.59
2004,10,26,1,0.0,746582.59
2004,10,27,1,0.0,355619.64
2004,11,1,1,0.0,119959.0
2004,11,2,1,0.0,38066.13
2004,11,3,1,0.0,310684.18
2004,11,4,1,0.0,33054.71
2004,11,5,1,0.0,1097026.84
2004,11,6,1,0.0,46641.0
2004,11,7,1,0.0,74206.6
2004,11,8,1,0.0,745748.48
2004,11,9,1,0.0,138289.0
2004,11,10,1,0.0,575825.51
2004,11,11,1,0.0,293826.36
2004,11,12,1,0.0,253953.47
2004,11,13,1,0.0,705356.9
2004,11,14,1,0.0,289596.0
2004,11,15,1,0.0,210695.1
2004,11,16,1,0.0,1495174.01
2004,11,17,1,0.0,4019478.06
2004,11,18,1,0.0,604979.17
2004,11,19,1,0.0,2572550.23
2004,11,20,1,0.0,8607786.72
2004,11,21,1,0.0,1684955.57
2004,11,22,1,0.0,1222754.73
2004,11,23,1,0.0,1621708.93
2004,11,24,1,0.0,272868.24
2004,11,25,1,0.0,346869.63
2004,11,26,1,0.0,649537.37
2004,11,27,1,0.0,335532.11
2004,12,1,1,0.0,116378.0
2004,12,2,1,0.0,36879.95
2004,12,3,1,0.0,321545.42
2004,12,4,1,0.0,34181.8
2004,12,5,1,0.0,1110612.54
2004,12,6,1,0.0,46518.0
2004,12,7,1,0.0,74505.15
2004,12,8,1,0.0,757937.77
2004,12,9,1,0.0,132442.0
2004,12,10,1,0.0,575617.59
2004,12,11,1,0.0,300457.75
2004,12,12,1,0.0,258616.45
2004,12,13,1,0.0,730310.7
2004,12,14,1,0.0,296464.0
2004,12,15,1,0.0,214853.76
2004,12,16,1,0.0,1503809.7
2004,12,17,1,0.0,3914811.72
2004,12,18,1,0.0,614381.18
2004,12,19,1,0.0,2677810.94
2004,12,20,1,0.0,8543644.11
2004,12,21,1,0.0,1683515.15
2004,12,22,1,0.0,1221422.93
2004,12,23,1,0.0,1760276.28
2004,12,24,1,0.0,286730.51
2004,12,25,1,0.0,344088.28
2004,12,26,1,0.0,658675.73
2004,12,27,1,0.0,345619.02
2005,1,1,1,0.0,116926.0
2005,1,2,1,0.0,36639.0
2005,1,3,1,0.0,299782.72
2005,1,4,1,0.0,32339.61
2005,1,5,1,0.0,1083695.22
2005,1,6,1,0.0,46518.0
2005,1,7,1,0.0,71638.03
2005,1,8,1,0.0,756950.33
2005,1,9,1,0.0,136669.0
2005,1,10,1,0.0,563304.02
2005,1,11,1,0.0,286725.74
2005,1,12,1,0.0,261435.67
2005,1,13,1,0.0,728644.46
2005,1,14,1,0.0,309966.34
2005,1,15,1,0.0,210817.91
2005,1,16,1,0.0,1520662.46
2005,1,17,1,0.0,3824588.18
2005,1,18,1,0.0,631196.92
2005,1,19,1,0.0,2757857.94
2005,1,20,1,0.0,8304845.29
2005,1,21,1,0.0,1636130.75
2005,1,22,1,0.0,1214278.92
2005,1,23,1,0.0,1959006.52
2005,1,24,1,0.0,284291.181
2005,1,25,1,0.0,311955.86
2005,1,26,1,0.0,651985.92
2005,1,27,1,0.0,336585.45
2005,2,1,1,0.0,109653.0
2005,2,2,1,0.0,35531.83
2005,2,3,1,0.0,289645.34
2005,2,4,1,0.0,31152.73
2005,2,5,1,0.0,1035911.59
2005,2,6,1,0.0,46420.0
2005,2,7,1,0.0,70809.88
2005,2,8,1,0.0,698107.21
2005,2,9,1,0.0,125819.0
2005,2,10,1,0.0,544337.13
2005,2,11,1,0.0,281224.36
2005,2,12,1,0.0,246418.34
2005,2,13,1,0.0,687891.56
2005,2,14,1,0.0,299491.17
2005,2,15,1,0.0,200082.32
2005,2,16,1,0.0,1442667.02
2005,2,17,1,0.0,3749508.55
2005,2,18,1,0.0,598997.15
2005,2,19,1,0.0,2588172.18
2005,2,20,1,0.0,8220376.98
2005,2,21,1,0.0,1673422.71
2005,2,22,1,0.0,1294827.79
2005,2,23,1,0.0,1998335.36
2005,2,24,1,0.0,267508.95
2005,2,25,1,0.0,332028.4
2005,2,26,1,0.0,646489.61
2005,2,27,1,0.0,323650.81
2005,3,1,1,0.0,116662.0
2005,3,2,1,0.0,37499.67
2005,3,3,1,0.0,289247.04
2005,3,4,1,0.0,30294.34
2005,3,5,1,0.0,1076644.0
2005,3,6,1,0.0,46502.0
2005,3,7,1,0.0,72748.48
2005,3,8,1,0.0,755229.71
2005,3,9,1,0.0,120198.0
2005,3,10,1,0.0,559221.14
2005,3,11,1,0.0,284825.7
2005,3,12,1,0.0,260803.84
2005,3,13,1,0.0,752498.0
2005,3,14,1,0.0,305007.01
2005,3,15,1,0.0,215087.18
2005,3,16,1,0.0,1439330.91
2005,3,17,1,0.0,3686301.9
2005,3,18,1,0.0,638275.45
2005,3,19,1,0.0,2658663.97
2005,3,20,1,0.0,8533406.55
2005,3,21,1,0.0,1723700.08
2005,3,22,1,0.0,1321788.7
2005,3,23,1,0.0,2024384.43
2005,3,24,1,0.0,300899.289
2005,3,25,1,0.0,370910.33
2005,3,26,1,0.0,650791.23
2005,3,27,1,0.0,327710.56
2005,4,1,1,0.0,115809.0
2005,4,2,1,0.0,34285.9
2005,4,3,1,0.0,296436.19
2005,4,4,1,0.0,32622.68
2005,4,5,1,0.0,1051344.77
2005,4,6,1,0.0,46488.0
2005,4,7,1,0.0,74899.97
2005,4,8,1,0.0,723070.79
2005,4,9,1,0.0,122269.0
2005,4,10,1,0.0,550633.39
2005,4,11,1,0.0,289515.51
2005,4,12,1,0.0,262054.23
2005,4,13,1,0.0,724658.1
2005,4,14,1,0.0,309318.63
2005,4,15,1,0.0,215037.36
2005,4,16,1,0.0,1478858.47
2005,4,17,1,0.0,3952141.13
2005,4,18,1,0.0,634949.14
2005,4,19,1,0.0,2854588.52
2005,4,20,1,0.0,8862728.81
2005,4,21,1,0.0,1791900.96
2005,4,22,1,0.0,1325591.97
2005,4,23,1,0.0,1879515.21
2005,4,24,1,0.0,307086.05
2005,4,25,1,0.0,376985.07
2005,4,26,1,0.0,706733.06
2005,4,27,1,0.0,335980.0
2005,5,1,1,0.0,117752.0
2005,5,2,1,0.0,34663.76
2005,5,3,1,0.0,297431.24
2005,5,4,1,0.0,30139.31
2005,5,5,1,0.0,1088058.32
2005,5,6,1,0.0,44046.26
2005,5,7,1,0.0,77317.69
2005,5,8,1,0.0,761257.91
2005,5,9,1,0.0,127469.0
2005,5,10,1,0.0,559737.61
2005,5,11,1,0.0,294997.67
2005,5,12,1,0.0,256928.2
2005,5,13,1,0.0,708030.11
2005,5,14,1,0.0,302801.0
2005,5,15,1,0.0,207359.35
2005,5,16,1,0.0,1520019.83
2005,5,17,1,0.0,3770817.36
2005,5,18,1,0.0,629676.33
2005,5,19,1,0.0,2668163.24
2005,5,20,1,0.0,8513306.5
2005,5,21,1,0.0,1712425.68
2005,5,22,1,0.0,1263147.57
2005,5,23,1,0.0,1824247.33
2005,5,24,1,0.0,290130.14
2005,5,25,1,0.0,366865.72
2005,5,26,1,0.0,692305.12
2005,5,27,1,0.0,323056.36
2005,6,1,1,0.0,119882.0
2005,6,2,1,0.0,38933.6
2005,6,3,1,0.0,310960.75
2005,6,4,1,0.0,29714.09
2005,6,5,1,0.0,1070248.97
2005,6,6,1,0.0,44513.0
2005,6,7,1,0.0,78035.55
2005,6,8,1,0.0,762777.0
2005,6,9,1,0.0,130358.0
2005,6,10,1,0.0,546498.7
2005,6,11,1,0.0,275820.23
2005,6,12,1,0.0,245076.92
2005,6,13,1,0.0,667440.02
2005,6,14,1,0.0,289531.8
2005,6,15,1,0.0,210641.01
2005,6,16,1,0.0,1447071.15
2005,6,17,1,0.0,3717822.1
2005,6,18,1,0.0,628663.9
2005,6,19,1,0.0,2640653.24
2005,6,20,1,0.0,8646727.75
2005,6,21,1,0.0,1698767.05
2005,6,22,1,0.0,1253765.33
2005,6,23,1,0.0,1807791.41
2005,6,24,1,0.0,269369.27
2005,6,25,1,0.0,369295.54
2005,6,26,1,0.0,687207.52
2005,6,27,1,0.0,338616.02
2005,7,1,1,0.0,123359.0
2005,7,2,1,0.0,37976.61
2005,7,3,1,0.0,317580.81
2005,7,4,1,0.0,29958.3
2005,7,5,1,0.0,1086133.84
2005,7,6,1,0.0,44573.0
2005,7,7,1,0.0,79336.22
2005,7,8,1,0.0,769694.34
2005,7,9,1,0.0,132847.0
2005,7,10,1,0.0,549962.27
2005,7,11,1,0.0,292472.34
2005,7,12,1,0.0,247285.54
2005,7,13,1,0.0,646352.4
2005,7,14,1,0.0,290315.09
2005,7,15,1,0.0,200148.48
2005,7,16,1,0.0,1514701.02
2005,7,17,1,0.0,3711710.0
2005,7,18,1,0.0,622957.49
2005,7,19,1,0.0,2544681.6
2005,7,20,1,0.0,8629769.35
2005,7,21,1,0.0,1666263.51
2005,7,22,1,0.0,1254671.22
2005,7,23,1,0.0,1803627.33
2005,7,24,1,0.0,260204.37
2005,7,25,1,0.0,371866.73
2005,7,26,1,0.0,751589.77
2005,7,27,1,0.0,342279.49
2005,8,1,1,0.0,115911.0
2005,8,2,1,0.0,36379.86
2005,8,3,1,0.0,322775.98
2005,8,4,1,0.0,29800.85
2005,8,5,1,0.0,1093866.17
2005,8,6,1,0.0,43866.0
2005,8,7,1,0.0,82857.45
2005,8,8,1,0.0,786400.85
2005,8,9,1,0.0,131931.0
2005,8,10,1,0.0,582136.03
2005,8,11,1,0.0,292479.19
2005,8,12,1,0.0,254729.33
2005,8,13,1,0.0,682357.89
2005,8,14,1,0.0,308549.37
2005,8,15,1,0.0,199759.59
2005,8,16,1,0.0,1501307.31
2005,8,17,1,0.0,3919031.48
2005,8,18,1,0.0,636703.58
2005,8,19,1,0.0,2593486.44
2005,8,20,1,0.0,8689295.13
2005,8,21,1,0.0,1696737.65
2005,8,22,1,0.0,1256271.55
2005,8,23,1,0.0,1790649.79
2005,8,24,1,0.0,260890.629
2005,8,25,1,0.0,362958.1
2005,8,26,1,0.0,752015.59
2005,8,27,1,0.0,341207.0
2005,9,1,1,0.0,122495.0
2005,9,2,1,0.0,39859.92
2005,9,3,1,0.0,338804.21
2005,9,4,1,0.0,32703.07
2005,9,5,1,0.0,1080809.62
2005,9,6,1,0.0,51104.5
2005,9,7,1,0.0,86384.48
2005,9,8,1,0.0,769461.86
2005,9,9,1,0.0,143183.0
2005,9,10,1,0.0,578428.83
2005,9,11,1,0.0,295852.36
2005,9,12,1,0.0,258094.17
2005,9,13,1,0.0,696510.6
2005,9,14,1,0.0,307224.06
2005,9,15,1,0.0,209592.59
2005,9,16,1,0.0,1505433.38
2005,9,17,1,0.0,4037669.62
2005,9,18,1,0.0,645068.81
2005,9,19,1,0.0,2780127.96
2005,9,20,1,0.0,8929122.44
2005,9,21,1,0.0,1702889.06
2005,9,22,1,0.0,1220737.63
2005,9,23,1,0.0,1730504.55
2005,9,24,1,0.0,273153.96
2005,9,25,1,0.0,381699.58
2005,9,26,1,0.0,764605.82
2005,9,27,1,0.0,353607.0
2005,10,1,1,0.0,124693.0
2005,10,2,1,0.0,41717.17
2005,10,3,1,0.0,332436.19
2005,10,4,1,0.0,32953.53
2005,10,5,1,0.0,1131542.87
2005,10,6,1,0.0,50480.52
2005,10,7,1,0.0,82355.13
2005,10,8,1,0.0,792654.91
2005,10,9,1,0.0,148761.0
2005,10,10,1,0.0,595935.95
2005,10,11,1,0.0,302204.79
2005,10,12,1,0.0,266631.89
2005,10,13,1,0.0,724671.8
2005,10,14,1,0.0,275948.0
2005,10,15,1,0.0,222470.45
2005,10,16,1,0.0,1520260.39
2005,10,17,1,0.0,3843654.16
2005,10,18,1,0.0,652504.3
2005,10,19,1,0.0,2637308.45
2005,10,20,1,0.0,8941381.64
2005,10,21,1,0.0,1702747.94
2005,10,22,1,0.0,1244189.35
2005,10,23,1,0.0,1721825.06
2005,10,24,1,0.0,270465.99
2005,10,25,1,0.0,364609.75
2005,10,26,1,0.0,752864.82
2005,10,27,1,0.0,368043.0
2005,11,1,1,0.0,127387.0
2005,11,2,1,0.0,42666.85
2005,11,3,1,0.0,334370.91
2005,11,4,1,0.0,36234.55
2005,11,5,1,0.0,1118779.81
2005,11,6,1,0.0,48561.8
2005,11,7,1,0.0,79685.82
2005,11,8,1,0.0,785051.38
2005,11,9,1,0.0,149440.0
2005,11,10,1,0.0,598470.52
2005,11,11,1,0.0,311057.05
2005,11,12,1,0.0,273756.01
2005,11,13,1,0.0,735154.11
2005,11,14,1,0.0,327416.0
2005,11,15,1,0.0,226572.43
2005,11,16,1,0.0,1512473.64
2005,11,17,1,0.0,3891791.34
2005,11,18,1,0.0,641410.78
2005,11,19,1,0.0,2714012.28
2005,11,20,1,0.0,8842228.52
2005,11,21,1,0.0,1735832.7
2005,11,22,1,0.0,1246288.09
2005,11,23,1,0.0,1766221.64
2005,11,24,1,0.0,278946.41
2005,11,25,1,0.0,359360.43
2005,11,26,1,0.0,742612.37
2005,11,27,1,0.0,361834.78
2005,12,1,1,0.0,128797.0
2005,12,2,1,0.0,41224.35
2005,12,3,1,0.0,315160.26
2005,12,4,1,0.0,31643.83
2005,12,5,1,0.0,1130731.7
2005,12,6,1,0.0,50835.42
2005,12,7,1,0.0,75875.86
2005,12,8,1,0.0,859749.86
2005,12,9,1,0.0,144734.0
2005,12,10,1,0.0,595021.39
2005,12,11,1,0.0,328161.22
2005,12,12,1,0.0,267609.31
2005,12,13,1,0.0,743785.01
2005,12,14,1,0.0,314279.0
2005,12,15,1,0.0,225130.43
2005,12,16,1,0.0,1526993.68
2005,12,17,1,0.0,3887556.06
2005,12,18,1,0.0,645852.51
2005,12,19,1,0.0,2789956.28
2005,12,20,1,0.0,8793529.42
2005,12,21,1,0.0,1734920.96
2005,12,22,1,0.0,1275985.03
2005,12,23,1,0.0,1937836.89
2005,12,24,1,0.0,283976.42
2005,12,25,1,0.0,352507.85
2005,12,26,1,0.0,672949.33
2005,12,27,1,0.0,350343.0
2006,1,1,1,0.0,122877.0
2006,1,2,1,0.0,39805.14
2006,1,3,1,0.0,298209.95
2006,1,4,1,0.0,30879.22
2006,1,5,1,0.0,1115851.17
2006,1,6,1,0.0,46759.86
2006,1,7,1,0.0,73549.52
2006,1,8,1,0.0,815423.59
2006,1,9,1,0.0,135330.0
2006,1,10,1,0.0,595421.01
2006,1,11,1,0.0,292111.17
2006,1,12,1,0.0,269455.44
2006,1,13,1,0.0,736715.33
2006,1,14,1,0.0,306138.52
2006,1,15,1,0.0,219440.4
2006,1,16,1,0.0,1543146.41
2006,1,17,1,0.0,3708988.21
2006,1,18,1,0.0,657079.75
2006,1,19,1,0.0,2688250.37
2006,1,20,1,0.0,8641301.88
2006,1,21,1,0.0,1750081.32
2006,1,22,1,0.0,1238641.65
2006,1,23,1,0.0,1938876.8
2006,1,24,1,0.0,279925.76
2006,1,25,1,0.0,322865.04
2006,1,26,1,0.0,678989.95
2006,1,27,1,0.0,334796.16
2006,2,1,1,0.0,116242.0
2006,2,2,1,0.0,39150.57
2006,2,3,1,0.0,304794.69
2006,2,4,1,0.0,31221.04
2006,2,5,1,0.0,1033671.9
2006,2,6,1,0.0,46371.39
2006,2,7,1,0.0,74900.31
2006,2,8,1,0.0,756882.89
2006,2,9,1,0.0,130490.0
2006,2,10,1,0.0,567170.59
2006,2,11,1,0.0,298099.11
2006,2,12,1,0.0,265295.62
2006,2,13,1,0.0,695496.39
2006,2,14,1,0.0,304670.45
2006,2,15,1,0.0,215680.88
2006,2,16,1,0.0,1470255.15
2006,2,17,1,0.0,3696699.7
2006,2,18,1,0.0,669631.94
2006,2,19,1,0.0,2868408.51
2006,2,20,1,0.0,8944077.47
2006,2,21,1,0.0,1774675.76
2006,2,22,1,0.0,1360618.68
2006,2,23,1,0.0,2051927.89
2006,2,24,1,0.0,282430.6
2006,2,25,1,0.0,352411.09
2006,2,26,1,0.0,684590.71
2006,2,27,1,0.0,347621.17
2006,3,1,1,0.0,120809.0
2006,3,2,1,0.0,39284.59
2006,3,3,1,0.0,302554.01
2006,3,4,1,0.0,31184.04
2006,3,5,1,0.0,1126979.05
2006,3,6,1,0.0,45138.0
2006,3,7,1,0.0,75111.26
2006,3,8,1,0.0,815146.96
2006,3,9,1,0.0,125245.0
2006,3,10,1,0.0,561689.25
2006,3,11,1,0.0,317714.59
2006,3,12,1,0.0,270569.92
2006,3,13,1,0.0,769090.59
2006,3,14,1,0.0,326531.43
2006,3,15,1,0.0,226488.55
2006,3,16,1,0.0,1563545.59
2006,3,17,1,0.0,3621786.53
2006,3,18,1,0.0,700442.11
2006,3,19,1,0.0,2769129.76
2006,3,20,1,0.0,9181858.35
2006,3,21,1,0.0,1765044.25
2006,3,22,1,0.0,1419444.3
2006,3,23,1,0.0,2027020.84
2006,3,24,1,0.0,290346.64
2006,3,25,1,0.0,372387.52
2006,3,26,1,0.0,685898.83
2006,3,27,1,0.0,347386.77
2006,4,1,1,0.0,121517.0
2006,4,2,1,0.0,41205.67
2006,4,3,1,0.0,315254.42
2006,4,4,1,0.0,30199.04
2006,4,5,1,0.0,1101862.77
2006,4,6,1,0.0,48462.0
2006,4,7,1,0.0,75152.49
2006,4,8,1,0.0,823687.19
2006,4,9,1,0.0,128022.0
2006,4,10,1,0.0,555420.33
2006,4,11,1,0.0,296291.34
2006,4,12,1,0.0,272794.66
2006,4,13,1,0.0,736370.8
2006,4,14,1,0.0,325870.57
2006,4,15,1,0.0,223170.49
2006,4,16,1,0.0,1494710.99
2006,4,17,1,0.0,3808440.19
2006,4,18,1,0.0,669347.03
2006,4,19,1,0.0,2816916.29
2006,4,20,1,0.0,9199514.92
2006,4,21,1,0.0,1799544.01
2006,4,22,1,0.0,1334744.73
2006,4,23,1,0.0,1928254.13
2006,4,24,1,0.0,295096.35
2006,4,25,1,0.0,369401.45
2006,4,26,1,0.0,701304.11
2006,4,27,1,0.0,375398.04
2006,5,1,1,0.0,117740.0
2006,5,2,1,0.0,38259.49
2006,5,3,1,0.0,314094.47
