ano,mes,sigla_uf,tipo_consumo,numero_consumidores,consumo
2010,12,22,2,0.0,1244658.0
2010,12,23,2,0.0,2054548.0
2010,12,24,2,0.0,327677.0
2010,12,25,2,0.0,408811.0
2010,12,26,2,0.0,786414.0
2010,12,27,2,0.0,465852.0
2011,1,1,2,0.0,189384.0
2011,1,2,2,0.0,60050.26
2011,1,3,2,0.0,388938.0
2011,1,4,2,0.0,51583.0
2011,1,5,2,0.0,626605.0
2011,1,6,2,0.0,65575.0
2011,1,7,2,0.0,115056.0
2011,1,8,2,0.0,385293.0
2011,1,9,2,0.0,198865.0
2011,1,10,2,0.0,687128.0
2011,1,11,2,0.0,320280.0
2011,1,12,2,0.0,306823.0
2011,1,13,2,0.0,877331.0
2011,1,14,2,0.0,320551.0
2011,1,15,2,0.0,208254.0
2011,1,16,2,0.0,1689844.0
2011,1,17,2,0.0,2201868.0
2011,1,18,2,0.0,491835.0
2011,1,19,2,0.0,2754949.0
2011,1,20,2,0.0,7540276.0
2011,1,21,2,0.0,1850445.0
2011,1,22,2,0.0,1374739.0
2011,1,23,2,0.0,2153950.0
2011,1,24,2,0.0,321116.0
2011,1,25,2,0.0,371791.0
2011,1,26,2,0.0,743482.0
2011,1,27,2,0.0,452111.0
2011,2,1,2,0.0,179184.0
2011,2,2,2,0.0,58444.66
2011,2,3,2,0.0,377546.0
2011,2,4,2,0.0,42573.0
2011,2,5,2,0.0,574723.0
2011,2,6,2,0.0,65592.0
2011,2,7,2,0.0,104863.0
2011,2,8,2,0.0,354463.0
2011,2,9,2,0.0,182037.0
2011,2,10,2,0.0,623348.0
2011,2,11,2,0.0,325534.0
2011,2,12,2,0.0,290511.0
2011,2,13,2,0.0,828358.0
2011,2,14,2,0.0,263064.0
2011,2,15,2,0.0,193914.0
2011,2,16,2,0.0,1527104.0
2011,2,17,2,0.0,2096176.0
2011,2,18,2,0.0,523456.0
2011,2,19,2,0.0,2798945.0
2011,2,20,2,0.0,7722240.0
2011,2,21,2,0.0,1963246.0
2011,2,22,2,0.0,1451236.0
2011,2,23,2,0.0,2196306.0
2011,2,24,2,0.0,326205.0
2011,2,25,2,0.0,368492.0
2011,2,26,2,0.0,766778.0
2011,2,27,2,0.0,445453.0
2011,3,1,2,0.0,175311.0
2011,3,2,2,0.0,53699.05
2011,3,3,2,0.0,394293.0
2011,3,4,2,0.0,47843.0
2011,3,5,2,0.0,623582.0
2011,3,6,2,0.0,62182.0
2011,3,7,2,0.0,113336.0
2011,3,8,2,0.0,359345.0
2011,3,9,2,0.0,179375.0
2011,3,10,2,0.0,623825.0
2011,3,11,2,0.0,325837.0
2011,3,12,2,0.0,318606.0
2011,3,13,2,0.0,914521.0
2011,3,14,2,0.0,303627.0
2011,3,15,2,0.0,210191.0
2011,3,16,2,0.0,1735500.0
2011,3,17,2,0.0,2191397.0
2011,3,18,2,0.0,515987.0
2011,3,19,2,0.0,2745147.0
2011,3,20,2,0.0,7815021.0
2011,3,21,2,0.0,1906168.0
2011,3,22,2,0.0,1434679.0
2011,3,23,2,0.0,2103402.0
2011,3,24,2,0.0,330845.0
2011,3,25,2,0.0,429870.0
2011,3,26,2,0.0,766272.0
2011,3,27,2,0.0,433503.0
2011,4,1,2,0.0,188043.0
2011,4,2,2,0.0,56565.05
2011,4,3,2,0.0,394888.0
2011,4,4,2,0.0,48910.0
2011,4,5,2,0.0,611508.0
2011,4,6,2,0.0,63001.0
2011,4,7,2,0.0,117779.0
2011,4,8,2,0.0,383340.0
2011,4,9,2,0.0,185311.0
2011,4,10,2,0.0,633662.0
2011,4,11,2,0.0,322905.0
2011,4,12,2,0.0,305342.0
2011,4,13,2,0.0,906301.0
2011,4,14,2,0.0,353220.0
2011,4,15,2,0.0,205470.0
2011,4,16,2,0.0,1638603.0
2011,4,17,2,0.0,2187073.0
2011,4,18,2,0.0,486019.0
2011,4,19,2,0.0,2611804.0
2011,4,20,2,0.0,7753254.0
2011,4,21,2,0.0,1908162.0
2011,4,22,2,0.0,1367332.0
2011,4,23,2,0.0,1966586.0
2011,4,24,2,0.0,340189.0
2011,4,25,2,0.0,421620.0
2011,4,26,2,0.0,797564.0
2011,4,27,2,0.0,467867.0
2011,5,1,2,0.0,185251.0
2011,5,2,2,0.0,60146.39
2011,5,3,2,0.0,399888.0
2011,5,4,2,0.0,46913.0
2011,5,5,2,0.0,633086.0
2011,5,6,2,0.0,65599.0
2011,5,7,2,0.0,123696.0
2011,5,8,2,0.0,387469.0
2011,5,9,2,0.0,183813.0
2011,5,10,2,0.0,629624.0
2011,5,11,2,0.0,309426.0
2011,5,12,2,0.0,304047.0
2011,5,13,2,0.0,846218.0
2011,5,14,2,0.0,263178.0
2011,5,15,2,0.0,199437.0
2011,5,16,2,0.0,1703746.0
2011,5,17,2,0.0,2111892.0
2011,5,18,2,0.0,456033.0
2011,5,19,2,0.0,2517703.0
2011,5,20,2,0.0,7543086.0
2011,5,21,2,0.0,1995291.0
2011,5,22,2,0.0,1310729.0
2011,5,23,2,0.0,1884997.0
2011,5,24,2,0.0,323984.0
2011,5,25,2,0.0,422302.0
2011,5,26,2,0.0,816572.0
2011,5,27,2,0.0,466765.0
2011,6,1,2,0.0,196137.0
2011,6,2,2,0.0,60014.72
2011,6,3,2,0.0,422015.0
2011,6,4,2,0.0,44776.0
2011,6,5,2,0.0,673200.0
2011,6,6,2,0.0,68373.0
2011,6,7,2,0.0,125286.0
2011,6,8,2,0.0,402570.0
2011,6,9,2,0.0,193028.0
2011,6,10,2,0.0,644113.0
2011,6,11,2,0.0,314506.0
2011,6,12,2,0.0,292427.0
2011,6,13,2,0.0,825175.0
2011,6,14,2,0.0,280435.0
2011,6,15,2,0.0,182028.0
2011,6,16,2,0.0,1621817.0
2011,6,17,2,0.0,2123767.0
2011,6,18,2,0.0,464104.0
2011,6,19,2,0.0,2270277.0
2011,6,20,2,0.0,7529035.0
2011,6,21,2,0.0,1894743.0
2011,6,22,2,0.0,1313176.0
2011,6,23,2,0.0,1869348.0
2011,6,24,2,0.0,295043.0
2011,6,25,2,0.0,417977.0
2011,6,26,2,0.0,832992.0
2011,6,27,2,0.0,432667.0
2011,7,1,2,0.0,202144.0
2011,7,2,2,0.0,57540.62
2011,7,3,2,0.0,425545.0
2011,7,4,2,0.0,44796.0
2011,7,5,2,0.0,670155.0
2011,7,6,2,0.0,66361.0
2011,7,7,2,0.0,128525.0
2011,7,8,2,0.0,399657.0
2011,7,9,2,0.0,197160.0
2011,7,10,2,0.0,661040.0
2011,7,11,2,0.0,306129.0
2011,7,12,2,0.0,295465.0
2011,7,13,2,0.0,809450.0
2011,7,14,2,0.0,324130.0
2011,7,15,2,0.0,189047.0
2011,7,16,2,0.0,1662856.0
2011,7,17,2,0.0,2129764.0
2011,7,18,2,0.0,445143.0
2011,7,19,2,0.0,2266610.0
2011,7,20,2,0.0,7583202.0
2011,7,21,2,0.0,1887595.0
2011,7,22,2,0.0,1304117.0
2011,7,23,2,0.0,1918108.0
2011,7,24,2,0.0,294824.0
2011,7,25,2,0.0,425875.0
2011,7,26,2,0.0,821160.0
2011,7,27,2,0.0,455144.0
2011,8,1,2,0.0,206773.0
2011,8,2,2,0.0,62747.84
2011,8,3,2,0.0,458233.0
2011,8,4,2,0.0,46486.0
2011,8,5,2,0.0,672263.0
2011,8,6,2,0.0,68663.0
2011,8,7,2,0.0,131658.0
2011,8,8,2,0.0,424567.0
2011,8,9,2,0.0,200165.0
2011,8,10,2,0.0,670286.0
2011,8,11,2,0.0,313825.0
2011,8,12,2,0.0,294541.0
2011,8,13,2,0.0,852745.0
2011,8,14,2,0.0,321624.0
2011,8,15,2,0.0,193500.0
2011,8,16,2,0.0,1713989.0
2011,8,17,2,0.0,2206126.0
2011,8,18,2,0.0,475753.0
2011,8,19,2,0.0,2345376.0
2011,8,20,2,0.0,7730196.0
2011,8,21,2,0.0,1918126.0
2011,8,22,2,0.0,1296106.0
2011,8,23,2,0.0,1945127.0
2011,8,24,2,0.0,317997.0
2011,8,25,2,0.0,458495.0
2011,8,26,2,0.0,857904.0
2011,8,27,2,0.0,460001.0
2011,9,1,2,0.0,211551.0
2011,9,2,2,0.0,63004.34
2011,9,3,2,0.0,468046.0
2011,9,4,2,0.0,52876.0
2011,9,5,2,0.0,689049.0
2011,9,6,2,0.0,74237.0
2011,9,7,2,0.0,139501.0
2011,9,8,2,0.0,430521.0
2011,9,9,2,0.0,216653.0
2011,9,10,2,0.0,716440.0
2011,9,11,2,0.0,328584.0
2011,9,12,2,0.0,299510.0
2011,9,13,2,0.0,849518.0
2011,9,14,2,0.0,335846.0
2011,9,15,2,0.0,194899.0
2011,9,16,2,0.0,1649690.0
2011,9,17,2,0.0,2291851.0
2011,9,18,2,0.0,486783.0
2011,9,19,2,0.0,2404490.0
2011,9,20,2,0.0,8101749.0
2011,9,21,2,0.0,1974975.0
2011,9,22,2,0.0,1298297.0
2011,9,23,2,0.0,1855717.0
2011,9,24,2,0.0,334918.0
2011,9,25,2,0.0,491225.0
2011,9,26,2,0.0,920034.0
2011,9,27,2,0.0,471724.0
2011,10,1,2,0.0,216961.0
2011,10,2,2,0.0,64349.38
2011,10,3,2,0.0,469410.0
2011,10,4,2,0.0,55717.0
2011,10,5,2,0.0,677541.0
2011,10,6,2,0.0,77013.0
2011,10,7,2,0.0,133087.0
2011,10,8,2,0.0,429240.0
2011,10,9,2,0.0,222821.0
2011,10,10,2,0.0,715722.0
2011,10,11,2,0.0,345814.0
2011,10,12,2,0.0,317561.0
2011,10,13,2,0.0,890011.0
2011,10,14,2,0.0,330554.0
2011,10,15,2,0.0,199124.0
2011,10,16,2,0.0,1664678.0
2011,10,17,2,0.0,2246016.0
2011,10,18,2,0.0,477130.0
2011,10,19,2,0.0,2425639.0
2011,10,20,2,0.0,7853990.0
2011,10,21,2,0.0,1942363.0
2011,10,22,2,0.0,1300313.0
2011,10,23,2,0.0,1820098.0
2011,10,24,2,0.0,331538.0
2011,10,25,2,0.0,488706.0
2011,10,26,2,0.0,900422.0
2011,10,27,2,0.0,468591.0
2011,11,1,2,0.0,214947.0
2011,11,2,2,0.0,67676.77
2011,11,3,2,0.0,450418.0
2011,11,4,2,0.0,50158.0
2011,11,5,2,0.0,649318.0
2011,11,6,2,0.0,74557.0
2011,11,7,2,0.0,117746.0
2011,11,8,2,0.0,417593.0
2011,11,9,2,0.0,217772.0
2011,11,10,2,0.0,711478.0
2011,11,11,2,0.0,361166.0
2011,11,12,2,0.0,326093.0
2011,11,13,2,0.0,891398.0
2011,11,14,2,0.0,342170.0
2011,11,15,2,0.0,204889.0
2011,11,16,2,0.0,1620550.0
2011,11,17,2,0.0,2172620.0
2011,11,18,2,0.0,463531.0
2011,11,19,2,0.0,2466615.0
2011,11,20,2,0.0,7822916.0
2011,11,21,2,0.0,1880570.0
2011,11,22,2,0.0,1284604.0
2011,11,23,2,0.0,1874942.0
2011,11,24,2,0.0,336581.0
2011,11,25,2,0.0,460917.0
2011,11,26,2,0.0,826371.0
2011,11,27,2,0.0,453641.0
2011,12,1,2,0.0,212161.0
2011,12,2,2,0.0,63139.78
2011,12,3,2,0.0,436132.0
2011,12,4,2,0.0,54368.0
2011,12,5,2,0.0,687953.0
2011,12,6,2,0.0,73919.0
2011,12,7,2,0.0,122247.0
2011,12,8,2,0.0,409827.0
2011,12,9,2,0.0,215555.0
2011,12,10,2,0.0,721767.0
2011,12,11,2,0.0,371656.0
2011,12,12,2,0.0,337046.0
2011,12,13,2,0.0,937323.0
2011,12,14,2,0.0,340237.0
2011,12,15,2,0.0,215412.0
2011,12,16,2,0.0,1678944.0
2011,12,17,2,0.0,2136753.0
2011,12,18,2,0.0,495545.0
2011,12,19,2,0.0,2540011.0
2011,12,20,2,0.0,7870538.0
2011,12,21,2,0.0,1913284.0
2011,12,22,2,0.0,1345025.0
2011,12,23,2,0.0,2105236.0
2011,12,24,2,0.0,353003.0
2011,12,25,2,0.0,452268.0
2011,12,26,2,0.0,792463.0
2011,12,27,2,0.0,464288.0
2012,1,1,2,0.0,207648.0
2012,1,2,2,0.0,62742.09
2012,1,3,2,0.0,425582.0
2012,1,4,2,0.0,51477.0
2012,1,5,2,0.0,524164.0
2012,1,6,2,0.0,74058.0
2012,1,7,2,0.0,118487.0
2012,1,8,2,0.0,383742.0
2012,1,9,2,0.0,216823.0
2012,1,10,2,0.0,741018.0
2012,1,11,2,0.0,351692.0
2012,1,12,2,0.0,330369.0
2012,1,13,2,0.0,885692.0
2012,1,14,2,0.0,362083.0
2012,1,15,2,0.0,221018.0
2012,1,16,2,0.0,1672089.0
2012,1,17,2,0.0,2079146.0
2012,1,18,2,0.0,479283.0
2012,1,19,2,0.0,2584311.0
2012,1,20,2,0.0,7541619.0
2012,1,21,2,0.0,1927073.73
2012,1,22,2,0.0,1334546.0
2012,1,23,2,0.0,2093032.0
2012,1,24,2,0.0,348801.0
2012,1,25,2,0.0,399382.0
2012,1,26,2,0.0,795114.0
2012,1,27,2,0.0,442248.0
2012,2,1,2,0.0,202111.0
2012,2,2,2,0.0,61809.54
2012,2,3,2,0.0,473933.0
2012,2,4,2,0.0,49733.0
2012,2,5,2,0.0,481051.0
2012,2,6,2,0.0,68698.0
2012,2,7,2,0.0,111338.0
2012,2,8,2,0.0,366483.0
2012,2,9,2,0.0,204380.0
2012,2,10,2,0.0,710387.0
2012,2,11,2,0.0,332380.0
2012,2,12,2,0.0,307407.0
2012,2,13,2,0.0,844600.0
2012,2,14,2,0.0,361665.0
2012,2,15,2,0.0,207213.0
2012,2,16,2,0.0,1591985.0
2012,2,17,2,0.0,2090397.0
2012,2,18,2,0.0,512288.0
2012,2,19,2,0.0,2683340.0
2012,2,20,2,0.0,7768570.0
2012,2,21,2,0.0,2067059.931
2012,2,22,2,0.0,1497872.0
2012,2,23,2,0.0,2225941.0
2012,2,24,2,0.0,349804.0
2012,2,25,2,0.0,414096.0
2012,2,26,2,0.0,823968.0
2012,2,27,2,0.0,446172.0
2012,3,1,2,0.0,236370.0
2012,3,2,2,0.0,64158.43
2012,3,3,2,0.0,455374.0
2012,3,4,2,0.0,55258.0
2012,3,5,2,0.0,515669.0
2012,3,6,2,0.0,62402.0
2012,3,7,2,0.0,119919.0
2012,3,8,2,0.0,370662.0
2012,3,9,2,0.0,200064.0
2012,3,10,2,0.0,686493.0
2012,3,11,2,0.0,349687.0
2012,3,12,2,0.0,337699.0
2012,3,13,2,0.0,904726.0
2012,3,14,2,0.0,395367.0
2012,3,15,2,0.0,219787.0
2012,3,16,2,0.0,1746135.0
2012,3,17,2,0.0,2260912.0
2012,3,18,2,0.0,567446.0
2012,3,19,2,0.0,2841745.0
2012,3,20,2,0.0,8158157.0
2012,3,21,2,0.0,2066905.999
2012,3,22,2,0.0,1573409.0
2012,3,23,2,0.0,2257135.0
2012,3,24,2,0.0,364510.0
2012,3,25,2,0.0,450760.0
2012,3,26,2,0.0,830133.0
2012,3,27,2,0.0,463322.0
2012,4,1,2,0.0,220371.0
2012,4,2,2,0.0,68739.78
2012,4,3,2,0.0,437666.0
2012,4,4,2,0.0,59543.0
2012,4,5,2,0.0,506183.0
2012,4,6,2,0.0,68677.0
2012,4,7,2,0.0,127125.0
2012,4,8,2,0.0,376367.0
2012,4,9,2,0.0,212641.0
2012,4,10,2,0.0,728465.0
2012,4,11,2,0.0,334846.0
2012,4,12,2,0.0,338554.0
2012,4,13,2,0.0,855801.0
2012,4,14,2,0.0,370707.0
2012,4,15,2,0.0,216854.0
2012,4,16,2,0.0,1648312.0
2012,4,17,2,0.0,2252043.0
2012,4,18,2,0.0,543572.0
2012,4,19,2,0.0,2634666.0
2012,4,20,2,0.0,8278732.0
2012,4,21,2,0.0,2037389.371
2012,4,22,2,0.0,1412133.0
2012,4,23,2,0.0,1991941.0
2012,4,24,2,0.0,354974.0
2012,4,25,2,0.0,449800.0
2012,4,26,2,0.0,889825.0
2012,4,27,2,0.0,478570.0
2012,5,1,2,0.0,233506.0
2012,5,2,2,0.0,65138.15
2012,5,3,2,0.0,451756.0
2012,5,4,2,0.0,51056.0
2012,5,5,2,0.0,535035.0
2012,5,6,2,0.0,69307.0
2012,5,7,2,0.0,137350.0
2012,5,8,2,0.0,405889.0
2012,5,9,2,0.0,215948.0
2012,5,10,2,0.0,717672.0
2012,5,11,2,0.0,354940.0
2012,5,12,2,0.0,338123.0
2012,5,13,2,0.0,897195.0
2012,5,14,2,0.0,346774.0
2012,5,15,2,0.0,207926.0
2012,5,16,2,0.0,1694983.0
2012,5,17,2,0.0,2134560.0
2012,5,18,2,0.0,505221.0
2012,5,19,2,0.0,2498105.0
2012,5,20,2,0.0,7621685.0
2012,5,21,2,0.0,1901880.859
2012,5,22,2,0.0,1376202.0
2012,5,23,2,0.0,1885409.0
2012,5,24,2,0.0,330326.0
2012,5,25,2,0.0,451346.0
2012,5,26,2,0.0,883634.0
2012,5,27,2,0.0,479086.0
2012,6,1,2,0.0,237786.0
2012,6,2,2,0.0,64483.84
2012,6,3,2,0.0,456900.0
2012,6,4,2,0.0,54152.0
2012,6,5,2,0.0,526440.0
2012,6,6,2,0.0,74808.0
2012,6,7,2,0.0,130662.0
2012,6,8,2,0.0,420073.0
2012,6,9,2,0.0,227715.0
2012,6,10,2,0.0,738984.0
2012,6,11,2,0.0,338337.0
2012,6,12,2,0.0,325413.0
2012,6,13,2,0.0,848455.0
2012,6,14,2,0.0,344631.0
2012,6,15,2,0.0,199059.0
2012,6,16,2,0.0,1551135.0
2012,6,17,2,0.0,2180893.0
2012,6,18,2,0.0,515052.0
2012,6,19,2,0.0,2370464.0
2012,6,20,2,0.0,7808620.0
2012,6,21,2,0.0,1906914.77
2012,6,22,2,0.0,1314557.0
2012,6,23,2,0.0,1857636.0
2012,6,24,2,0.0,312468.0
2012,6,25,2,0.0,431560.0
2012,6,26,2,0.0,900867.0
2012,6,27,2,0.0,481596.0
2012,7,1,2,0.0,224545.0
2012,7,2,2,0.0,67372.91
2012,7,3,2,0.0,459974.0
2012,7,4,2,0.0,51156.0
2012,7,5,2,0.0,514329.0
2012,7,6,2,0.0,73296.0
2012,7,7,2,0.0,135930.0
2012,7,8,2,0.0,386378.0
2012,7,9,2,0.0,228293.0
2012,7,10,2,0.0,727261.0
2012,7,11,2,0.0,328337.0
2012,7,12,2,0.0,318510.0
2012,7,13,2,0.0,805161.0
2012,7,14,2,0.0,351629.0
2012,7,15,2,0.0,195918.0
2012,7,16,2,0.0,1564984.0
2012,7,17,2,0.0,2128334.0
2012,7,18,2,0.0,478992.0
2012,7,19,2,0.0,2330056.0
2012,7,20,2,0.0,7342117.0
2012,7,21,2,0.0,1883660.08
2012,7,22,2,0.0,1315905.0
2012,7,23,2,0.0,1855359.0
2012,7,24,2,0.0,304821.0
2012,7,25,2,0.0,468824.0
2012,7,26,2,0.0,835197.0
2012,7,27,2,0.0,449888.0
2012,8,1,2,0.0,260049.0
2012,8,2,2,0.0,71119.71
2012,8,3,2,0.0,493586.0
2012,8,4,2,0.0,51246.0
2012,8,5,2,0.0,542500.0
2012,8,6,2,0.0,74178.0
2012,8,7,2,0.0,138707.0
2012,8,8,2,0.0,406778.0
2012,8,9,2,0.0,243378.0
2012,8,10,2,0.0,746183.0
2012,8,11,2,0.0,337335.0
2012,8,12,2,0.0,330375.0
2012,8,13,2,0.0,821113.0
2012,8,14,2,0.0,362927.0
2012,8,15,2,0.0,200133.0
2012,8,16,2,0.0,1628004.0
2012,8,17,2,0.0,2236352.0
2012,8,18,2,0.0,489115.0
2012,8,19,2,0.0,2415520.0
2012,8,20,2,0.0,7617110.0
2012,8,21,2,0.0,1957606.88
2012,8,22,2,0.0,1337285.0
2012,8,23,2,0.0,1904572.0
2012,8,24,2,0.0,334374.0
2012,8,25,2,0.0,484378.0
2012,8,26,2,0.0,891439.0
2012,8,27,2,0.0,469765.0
2012,9,1,2,0.0,253310.0
2012,9,2,2,0.0,73034.17
2012,9,3,2,0.0,477170.0
2012,9,4,2,0.0,54452.0
2012,9,5,2,0.0,543425.0
2012,9,6,2,0.0,77985.0
2012,9,7,2,0.0,139634.0
2012,9,8,2,0.0,409635.0
2012,9,9,2,0.0,247350.0
2012,9,10,2,0.0,753136.0
2012,9,11,2,0.0,348626.0
2012,9,12,2,0.0,314011.0
2012,9,13,2,0.0,812719.0
2012,9,14,2,0.0,340690.0
2012,9,15,2,0.0,193403.0
2012,9,16,2,0.0,1624080.0
2012,9,17,2,0.0,2288817.0
2012,9,18,2,0.0,478696.0
2012,9,19,2,0.0,2389148.0
2012,9,20,2,0.0,8093115.0
2012,9,21,2,0.0,2009575.51
2012,9,22,2,0.0,1318913.0
2012,9,23,2,0.0,1833773.0
2012,9,24,2,0.0,359950.0
2012,9,25,2,0.0,505868.0
2012,9,26,2,0.0,944685.0
2012,9,27,2,0.0,483253.0
2012,10,1,2,0.0,245704.0
2012,10,2,2,0.0,76604.4
2012,10,3,2,0.0,496783.0
2012,10,4,2,0.0,60120.0
2012,10,5,2,0.0,543682.0
2012,10,6,2,0.0,79315.0
2012,10,7,2,0.0,143546.0
2012,10,8,2,0.0,425117.0
2012,10,9,2,0.0,253519.0
2012,10,10,2,0.0,772353.0
2012,10,11,2,0.0,351665.0
2012,10,12,2,0.0,329480.0
2012,10,13,2,0.0,840345.0
2012,10,14,2,0.0,328964.0
2012,10,15,2,0.0,199910.0
2012,10,16,2,0.0,1654774.0
2012,10,17,2,0.0,2303338.0
2012,10,18,2,0.0,491226.0
2012,10,19,2,0.0,2460547.0
2012,10,20,2,0.0,7899905.0
2012,10,21,2,0.0,1973237.25
2012,10,22,2,0.0,1297170.0
2012,10,23,2,0.0,1805509.0
2012,10,24,2,0.0,367813.0
2012,10,25,2,0.0,540582.0
2012,10,26,2,0.0,964330.0
2012,10,27,2,0.0,490267.0
2012,11,1,2,0.0,267545.0
2012,11,2,2,0.0,74421.67
2012,11,3,2,0.0,507143.0
2012,11,4,2,0.0,62595.0
2012,11,5,2,0.0,555985.0
2012,11,6,2,0.0,80396.0
2012,11,7,2,0.0,135790.0
2012,11,8,2,0.0,411955.0
2012,11,9,2,0.0,250634.0
2012,11,10,2,0.0,768822.0
2012,11,11,2,0.0,367950.0
2012,11,12,2,0.0,324140.0
2012,11,13,2,0.0,875391.0
2012,11,14,2,0.0,381090.0
2012,11,15,2,0.0,197654.0
2012,11,16,2,0.0,1571915.0
2012,11,17,2,0.0,2363829.0
2012,11,18,2,0.0,536354.0
2012,11,19,2,0.0,2647976.0
2012,11,20,2,0.0,8285263.0
2012,11,21,2,0.0,2051084.92
2012,11,22,2,0.0,1355963.0
2012,11,23,2,0.0,1904493.0
2012,11,24,2,0.0,393057.0
2012,11,25,2,0.0,506814.0
2012,11,26,2,0.0,945161.0
2012,11,27,2,0.0,508866.0
2012,12,1,2,0.0,237203.0
2012,12,2,2,0.0,70467.03
2012,12,3,2,0.0,460459.0
2012,12,4,2,0.0,61137.0
2012,12,5,2,0.0,533924.0
2012,12,6,2,0.0,78816.0
2012,12,7,2,0.0,130564.0
2012,12,8,2,0.0,412802.0
2012,12,9,2,0.0,233567.0
2012,12,10,2,0.0,781202.0
2012,12,11,2,0.0,377401.0
2012,12,12,2,0.0,336518.0
2012,12,13,2,0.0,884442.0
2012,12,14,2,0.0,395654.0
2012,12,15,2,0.0,213127.0
2012,12,16,2,0.0,1588502.0
2012,12,17,2,0.0,2158731.0
2012,12,18,2,0.0,523755.0
2012,12,19,2,0.0,2674941.0
2012,12,20,2,0.0,7998750.0
2012,12,21,2,0.0,2067039.96
2012,12,22,2,0.0,1399477.0
2012,12,23,2,0.0,2089244.0
2012,12,24,2,0.0,400939.0
2012,12,25,2,0.0,475275.0
2012,12,26,2,0.0,905773.0
2012,12,27,2,0.0,474566.0
2013,1,1,2,0.0,213442.0
2013,1,2,2,0.0,66877.74
2013,1,3,2,0.0,459640.0
2013,1,4,2,0.0,57109.0
2013,1,5,2,0.0,530114.0
2013,1,6,2,0.0,79073.0
2013,1,7,2,0.0,131920.0
2013,1,8,2,0.0,409903.0
2013,1,9,2,0.0,220392.0
2013,1,10,2,0.0,782838.0
2013,1,11,2,0.0,369288.0
2013,1,12,2,0.0,364881.0
2013,1,13,2,0.0,913044.0
2013,1,14,2,0.0,400829.0
2013,1,15,2,0.0,228701.0
2013,1,16,2,0.0,1689272.0
2013,1,17,2,0.0,2363582.0
2013,1,18,2,0.0,590154.0
2013,1,19,2,0.0,2926428.0
2013,1,20,2,0.0,7838618.0
2013,1,21,2,0.0,1976954.0
2013,1,22,2,0.0,1383889.0
2013,1,23,2,0.0,2107130.0
2013,1,24,2,0.0,389884.0
2013,1,25,2,0.0,459130.0
2013,1,26,2,0.0,879614.0
2013,1,27,2,0.0,493563.0
2013,2,1,2,0.0,206315.0
2013,2,2,2,0.0,65026.72
2013,2,3,2,0.0,446605.0
2013,2,4,2,0.0,55096.0
2013,2,5,2,0.0,519501.0
2013,2,6,2,0.0,71625.0
2013,2,7,2,0.0,125225.0
2013,2,8,2,0.0,407503.0
2013,2,9,2,0.0,215460.0
2013,2,10,2,0.0,787945.0
2013,2,11,2,0.0,359610.0
2013,2,12,2,0.0,357477.0
2013,2,13,2,0.0,881323.0
2013,2,14,2,0.0,382466.0
2013,2,15,2,0.0,228836.0
2013,2,16,2,0.0,1646497.0
2013,2,17,2,0.0,2127574.0
2013,2,18,2,0.0,550034.0
2013,2,19,2,0.0,2722926.0
2013,2,20,2,0.0,8031852.0
2013,2,21,2,0.0,1984436.0
2013,2,22,2,0.0,1476786.0
2013,2,23,2,0.0,2199513.0
2013,2,24,2,0.0,385649.0
2013,2,25,2,0.0,452954.0
2013,2,26,2,0.0,861262.0
2013,2,27,2,0.0,487521.0
2013,3,1,2,0.0,213420.0
2013,3,2,2,0.0,66059.55
2013,3,3,2,0.0,457277.0
2013,3,4,2,0.0,55240.0
2013,3,5,2,0.0,499240.0
2013,3,6,2,0.0,71706.0
2013,3,7,2,0.0,131869.0
2013,3,8,2,0.0,414015.0
2013,3,9,2,0.0,212880.0
2013,3,10,2,0.0,742371.0
2013,3,11,2,0.0,364212.0
2013,3,12,2,0.0,353856.0
2013,3,13,2,0.0,912472.0
2013,3,14,2,0.0,400576.0
2013,3,15,2,0.0,229652.0
2013,3,16,2,0.0,1762919.0
2013,3,17,2,0.0,2147775.0
2013,3,18,2,0.0,553168.0
2013,3,19,2,0.0,2846542.0
2013,3,20,2,0.0,7934500.0
2013,3,21,2,0.0,1973332.0
2013,3,22,2,0.0,1456892.0
2013,3,23,2,0.0,2064339.0
2013,3,24,2,0.0,387126.0
2013,3,25,2,0.0,494441.0
2013,3,26,2,0.0,866931.0
2013,3,27,2,0.0,482776.0
2013,4,1,2,0.0,225881.0
2013,4,2,2,0.0,67737.43
2013,4,3,2,0.0,479972.0
2013,4,4,2,0.0,64538.0
2013,4,5,2,0.0,544619.0
2013,4,6,2,0.0,74396.0
2013,4,7,2,0.0,139204.0
2013,4,8,2,0.0,395617.0
2013,4,9,2,0.0,223406.0
2013,4,10,2,0.0,769378.0
2013,4,11,2,0.0,376982.0
2013,4,12,2,0.0,357151.0
2013,4,13,2,0.0,964418.0
2013,4,14,2,0.0,405251.0
2013,4,15,2,0.0,231576.0
2013,4,16,2,0.0,1802728.0
2013,4,17,2,0.0,2254925.0
2013,4,18,2,0.0,556824.0
2013,4,19,2,0.0,2637807.0
2013,4,20,2,0.0,7946964.0
2013,4,21,2,0.0,1910101.0
2013,4,22,2,0.0,1349545.0
2013,4,23,2,0.0,1910772.0
2013,4,24,2,0.0,380495.0
2013,4,25,2,0.0,498522.0
2013,4,26,2,0.0,874321.0
2013,4,27,2,0.0,490406.0
2013,5,1,2,0.0,235565.0
2013,5,2,2,0.0,68385.57
